id	submitdate	lastpage	startlanguage	seed	startdate	datestamp	ipaddr	refurl	ProlificID	Gender	Age[SQ001]	SuperiorEducation[SQ001]	Instructions	Collaboration	Monitoring	CollaboratorAI	Taining1	Training2	Training3[SQ001]	Training3[SQ002]	Training3[SQ003]	Training4[SQ001]	Training5	Training50	Training6	Training7[SQ001]	Training7[SQ002]	Training7[SQ003]	Training8[SQ001]	Training9	Training91	Training10	Training11[SQ001]	Training11[SQ002]	Training11[SQ003]	Training12[SQ001]	Feedback1	randnumber1	Condition101	Condition001	Condition1011	Condition0010	Scenario2	Slider3[SQ001]	Slider3[SQ002]	Slider3[SQ003]	Slider4[SQ001]	randnumber2	Condition102	Condition002	Condition1021	Condition0020	Scenario3	Slider5[SQ001]	Slider5[SQ002]	Slider5[SQ003]	Slider6[SQ001]	randnumber3	Condition103	Condition003	Condition1031	Condition0030	Scenario4	Slider7[SQ001]	Slider7[SQ002]	Slider7[SQ003]	Slider8[SQ001]	randnumber4	Condition104	Condition004	Condition1041	Condition0040	Scenario5	Slider9[SQ001]	Slider9[SQ002]	Slider9[SQ003]	Slider10[SQ001]	randnumber5	Condition105	Condition005	Condition1051	Condition0050	Scenario6	Slider11[SQ001]	Slider11[SQ002]	Slider11[SQ003]	Slider12[SQ001]	CQ11	CQ12	randnumber6	Condition106	Condition006	Condition1061	Condition0060	Scenario7	Slider13[SQ001]	Slider13[SQ002]	Slider13[SQ003]	Slider14[SQ001]	randnumber7	Condition107	Condition007	Condition1071	Condition0070	Scenario8	Slider15[SQ001]	Slider15[SQ002]	Slider15[SQ003]	Slider16[SQ001]	randnumber8	Condition108	Condition008	Condition1081	Condition0080	Scenario9	Slider17[SQ001]	Slider17[SQ002]	Slider17[SQ003]	Slider18[SQ001]	randnumber9	Condition109	Condition009	Condition1091	Condition0090	Scenario10	Slider19[SQ001]	Slider19[SQ002]	Slider19[SQ003]	Slider20[SQ001]	randnumber10	Condition110	Condition010	Condition1101	Condition0100	Scenario11	Slider21[SQ001]	Slider21[SQ002]	Slider21[SQ003]	Slider22[SQ001]	CQ21	CQ22	randnumber11	Condition111	Condition011	Condition1111	Condition0110	Scenario12	Slider23[SQ001]	Slider23[SQ002]	Slider23[SQ003]	Slider24[SQ001]	randnumber12	Condition112	Condition012	Condition1121	Condition0120	Scenario13	Slider25[SQ001]	Slider25[SQ002]	Slider25[SQ003]	Slider26[SQ001]	randnumber13	Condition113	Condition013	Condition1131	Condition0130	Scenario14	Slider27[SQ001]	Slider27[SQ002]	Slider27[SQ003]	Slider28[SQ001]	randnumber14	Condition114	Condition014	Condition1141	Condition0140	Scenario15	Slider29[SQ001]	Slider29[SQ002]	Slider29[SQ003]	Slider30[SQ001]	randnumber16	Condition116	Condition016	Condition1161	Condition0160	Scenario17	Slider33[SQ001]	Slider33[SQ002]	Slider33[SQ003]	Slider34[SQ001]	CQ31	CQ32	randnumber20	Condition120	Condition020	Condition0200	Condition1201	Scenario21	Slider41[SQ001]	Slider41[SQ002]	Slider41[SQ003]	Slider42[SQ001]	randnumber21	Condition121	Condition021	Condition0210	Condition1211	Scenario22	Slider43[SQ001]	Slider43[SQ002]	Slider43[SQ003]	Slider44[SQ001]	randnumber22	Condition122	Condition022	Condition0220	Condition1221	Scenario23	Slider45[SQ001]	Slider45[SQ002]	Slider45[SQ003]	Slider46[SQ001]	randnumber23	Condition123	Condition023	Condition0230	Condition1231	Scenario24	Slider47[SQ001]	Slider47[SQ002]	Slider47[SQ003]	Slider48[SQ001]	randnumber25	Condition125	Condition025	Condition0250	Condition1251	Scenario26	Slider51[SQ001]	Slider51[SQ002]	Slider51[SQ003]	Slider52[SQ001]	Feedback2	interviewtime	groupTime30047	ProlificIDTime	groupTime30045	GenderTime	groupTime30046	AgeTime	groupTime30048	SuperiorEducationTime	groupTime29971	InstructionsTime	groupTime29972	CollaborationTime	MonitoringTime	CollaboratorAITime	groupTime29969	Taining1Time	groupTime29977	Training2Time	groupTime29978	Training3Time	Training4Time	groupTime29979	Training5Time	groupTime29970	Training50Time	Training6Time	groupTime29980	Training7Time	Training8Time	groupTime29981	Training9Time	groupTime29982	Training91Time	Training10Time	groupTime29983	Training11Time	Training12Time	groupTime29984	Feedback1Time	groupTime29975	randnumber1Time	Condition101Time	Condition001Time	groupTime29985	Condition1011Time	Condition0010Time	Scenario2Time	groupTime29986	Slider3Time	Slider4Time	groupTime29987	randnumber2Time	Condition102Time	Condition002Time	groupTime29988	Condition1021Time	Condition0020Time	Scenario3Time	groupTime29989	Slider5Time	Slider6Time	groupTime29990	randnumber3Time	Condition103Time	Condition003Time	groupTime29991	Condition1031Time	Condition0030Time	Scenario4Time	groupTime29992	Slider7Time	Slider8Time	groupTime29993	randnumber4Time	Condition104Time	Condition004Time	groupTime29994	Condition1041Time	Condition0040Time	Scenario5Time	groupTime29995	Slider9Time	Slider10Time	groupTime29996	randnumber5Time	Condition105Time	Condition005Time	groupTime29997	Condition1051Time	Condition0050Time	Scenario6Time	groupTime29998	Slider11Time	Slider12Time	groupTime30044	CQ11Time	CQ12Time	groupTime29999	randnumber6Time	Condition106Time	Condition006Time	groupTime30000	Condition1061Time	Condition0060Time	Scenario7Time	groupTime30001	Slider13Time	Slider14Time	groupTime30002	randnumber7Time	Condition107Time	Condition007Time	groupTime30003	Condition1071Time	Condition0070Time	Scenario8Time	groupTime30004	Slider15Time	Slider16Time	groupTime30005	randnumber8Time	Condition108Time	Condition008Time	groupTime30006	Condition1081Time	Condition0080Time	Scenario9Time	groupTime30007	Slider17Time	Slider18Time	groupTime30008	randnumber9Time	Condition109Time	Condition009Time	groupTime30009	Condition1091Time	Condition0090Time	Scenario10Time	groupTime30010	Slider19Time	Slider20Time	groupTime30011	randnumber10Time	Condition110Time	Condition010Time	groupTime30012	Condition1101Time	Condition0100Time	Scenario11Time	groupTime30013	Slider21Time	Slider22Time	groupTime30043	CQ21Time	CQ22Time	groupTime30014	randnumber11Time	Condition111Time	Condition011Time	groupTime30015	Condition1111Time	Condition0110Time	Scenario12Time	groupTime30016	Slider23Time	Slider24Time	groupTime30017	randnumber12Time	Condition112Time	Condition012Time	groupTime30018	Condition1121Time	Condition0120Time	Scenario13Time	groupTime30019	Slider25Time	Slider26Time	groupTime30020	randnumber13Time	Condition113Time	Condition013Time	groupTime30021	Condition1131Time	Condition0130Time	Scenario14Time	groupTime30022	Slider27Time	Slider28Time	groupTime30023	randnumber14Time	Condition114Time	Condition014Time	groupTime30024	Condition1141Time	Condition0140Time	Scenario15Time	groupTime30025	Slider29Time	Slider30Time	groupTime30029	randnumber16Time	Condition116Time	Condition016Time	groupTime30030	Condition1161Time	Condition0160Time	Scenario17Time	groupTime30031	Slider33Time	Slider34Time	groupTime30042	CQ31Time	CQ32Time	groupTime30049	randnumber20Time	Condition120Time	Condition020Time	groupTime30050	Condition0200Time	Condition1201Time	Scenario21Time	groupTime30051	Slider42Time	Slider41Time	groupTime30052	randnumber21Time	Condition121Time	Condition021Time	groupTime30053	Condition0210Time	Condition1211Time	Scenario22Time	groupTime30054	Slider43Time	Slider44Time	groupTime30055	randnumber22Time	Condition122Time	Condition022Time	groupTime30056	Condition0220Time	Condition1221Time	Scenario23Time	groupTime30057	Slider45Time	Slider46Time	groupTime30058	randnumber23Time	Condition123Time	Condition023Time	groupTime30059	Condition0230Time	Condition1231Time	Scenario24Time	groupTime30060	Slider47Time	Slider48Time	groupTime30064	randnumber25Time	Condition125Time	Condition025Time	groupTime30065	Condition0250Time	Condition1251Time	Scenario26Time	groupTime30066	Slider51Time	Slider52Time	groupTime30041	Feedback2Time
65	2022-04-14 08:21:51	80	en	1144682729	2022-04-14 07:35:37	2022-04-14 08:21:51	81.97.52.145		60cb358cae78471cdfa7a0a6	Female	27	0		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			71	6	41	93				0	7	7	98				98	88	95	99		1						31	94	96	96	2						100	19	95	17	2						1	2	3	96	1						1	2	1	98	2						2	2	3	95	FALSE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						88	11	72	18	2						99	98	99	100	1						1	1	1	95	1						73	3	90	2	1						99	96	97	79	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	2						12	9	6	93	2						99	97	98	9	1						18	96	75	39	2						73	100	70	87	2						71	72	68	78	FALSE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						13	10	18	6	1						85	6	15	83	2						1	3	6	94	1						61	30	18	21	2						12	5	67	78		2809,15	14,88		7,65		7,95		9,66		104,7		25,99				27,9		29,08		105,18			32,08		34,91			126,57			22,12		34,51			46,73			46,25		13,56				33,36				28			9,5				37,44				54,59			13,46				38,54				17,7			9,4				55,66				51,15			9,55				34,24				35,11			28,12			8,88				34,14				23,04			10,83				62,24				43,63			11,89				54,37				61,91			26,17				52,35				73,8			11,49				36,27				32,33			28,51			32,08				37,41				25,17			13,74				38,04				15,28			11,47				62,26				35,66			10,26				35,11				78,1			23,15				36,78				63,27			16,64			10,41				50,35				28,77			8,38				65,5				30,75			8,82				35,15				21,36			12,05				150,71				19,59			8,35				79,76				19,48			7,91	
68	2022-04-14 08:05:35	80	en	572278533	2022-04-14 07:35:42	2022-04-14 08:05:35	82.31.7.35		603a7c2df21b73601c1ef4cd	Female	27	2		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			77	17	90	98				3	17	8	1				80	2	99	99		1						97	2	93	99	2						79	3	2	99	2						78	2	2	98	2						50	2	0	99	2						89	2	66	3	FALSE	Rules governing how to communicate with others to ensure clarity and understanding	1						92	2	3	1	1						76	3	99	99	2						35	15	1	99	1						27	50	1	1	1						98	96	97	100	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	2						4	50	3	99	2						99	1	2	99	1						78	50	73	97	1						61	3	11	3	1						99	99	100	99	TRUE	Rules governing how to communicate with others to ensure clarity and understanding	2						83	2	1	99	2						97	1	93	1	2						98	99	98	2	1						95	2	99	3	2						100	100	98	99		1827,18	9,77		4,3		4,88		16		119,31		29,62				31,3		34,72		38,05			33,16		33,43			142,95			7,95		32,54			15,37			9,91		8,24				32,57				12,33			7,77				35,43				15,33			7,53				32,99				12,26			7,06				49,23				15,83			8,64				32,71				24,81			37,3			7,88				33,33				8,87			8,31				56,05				10,44			8,26				36,5				16,21			6,73				53,75				13,03			7,09				33,35				12,54			15,39			6,99				31,91				9,03			6,7				33,29				10,89			8,72				32,1				12,11			6,51				33,24				9,34			6,76				38,43				16,33			18			7,76				32,8				10,56			7,19				69,93				14,06			6,52				31,98				12,61			7,49				31,75				10,01			7,27				47,81				10,19			7,88	
69	2022-04-14 08:51:17	80	en	272596711	2022-04-14 07:35:43	2022-04-14 08:51:17	109.151.134.221		575b2b408b705300078ae5e6	Female	33	0		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			99	51	98	100				99	8	99	87				89	8	91	90		2						98	25	88	31	1						100	7	96	97	1						97	1	99	99	2						68	38	84	59	2						82	39	85	68	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	2						71	30	63	29	2						99	80	99	1	1						56	20	54	27	2						100	89	98	1	2						91	37	91	20	FALSE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						82	27	81	82	2						97	31	97	0	1						100	77	98	99	2						98	35	98	2	2						85	67	86	9	FALSE	Rules for preserving the connection between words and what they stand for	1						98	81	98	96	1						99	26	99	50	2						99	93	97	11	2						98	22	98	16	2						97	84	98	51	I just found the language in the study very difficult to follow.	4566,9	9,46		6,15		5,85		26,76		166,92		50,1				40,16		6,81		24,57			11,03		264,58			120,83			6,9		34,03			17,97			10,34		19,36				104,1				17,75			318,04				148,87				10,78			25,88				75,32				8,12			49,14				171,87				17,86			28,05				89,61				15,24			91,15			7,42				165,28				28,96			87,05				173,68				16,74			24,03				138,16				11,69			127,31				119,29				9,96			30,66				130,71				15,73			9,69			7,88				70,14				12,54			18,49				73,1				10,58			21,16				33,97				8,55			102,85				197,21				9,16			7,12				190,25				10,05			15,94			90,16				55,75				8,01			6,62				32,28				20,72			7,26				33,21				11,44			163,24				48,28				7,72			144,36				32,6				9,21			17,09	
72	2022-04-14 08:12:40	80	en	642947382	2022-04-14 07:35:52	2022-04-14 08:12:40	91.11.127.157		5f4cde1cbfcaa81fc4dbf57d	Female	31	10		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			93	85	100	100				100	100	50	100				16	7	11	37	It is a little bit confusing that you cannot see the judgment of the AI anymore when you have to rate the scenario yourself.	1						82	38	57	57	2						51	16	24	39	1						98	41	98	99	1						89	33	98	97	1						51	17	23	11	TRUE	Rules for preserving the connection between words and what they stand for	1						100	50	98	99	2						70	2	39	39	2						85	39	44	59	2						51	50	17	52	1						93	7	50	59	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	2						18	1	36	29	2						53	36	50	36	1						94	38	76	60	1						99	99	99	99	1						36	2	33	46	TRUE	Rules governing how to communicate with others to ensure clarity and understanding	2						15	2	4	94	2						39	42	94	1	1						97	40	92	99	2						12	39	66	2	1						86	22	41	20	It has been really hard for me to keep in mind which sentence was indicated to be true by the AI, thinking about it myself, then doing the rating of permissabililty etc and then being asked what the indicated (true or false) in the attention check. I paid close attention and am pretty good at keeping things in my working memory but this is a difficult task!	2240,39	7,77		4,93		65,66		16,64		78,79		34,7				24,44		28,45		70,33			27,78		32,89			175,38			28,92		33,45			24,2			53,04		8,29				32,45				14,01			8,56				44,87				17,4			9,59				37,22				14,51			12,18				48,52				13,32			8,53				41,98				23,38			48,78			8,41				34,5				13,95			11,65				44,58				15,8			8,45				35,92				19,44			8,27				32,75				17,42			8,29				43,08				17,81			21,62			11,12				33,06				11,36			13,16				33,81				27,23			7,97				32,99				17,35			8,54				44,62				11,8			10,09				42,98				13,64			36,28			8,4				45,01				12,6			8,02				58,09				12,72			9,47				33,41				15,46			8,68				33,32				12,06			8,44				55,01				12,54			118,26	
74	2022-04-14 09:15:01	80	en	1974403546	2022-04-14 07:35:58	2022-04-14 09:15:01	148.252.128.253		6159a91b6f0d57fb9bdf6c74	Female	31	3		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			31	25	31					14	11	36	0				35	9	49	80		2						79	90	75	47	1						36	69	55	44	1						70	82	76	92	1						76	74	70	73	1						47	58	47	70	TRUE	Rules for preserving the connection between words and what they stand for	2						53	71	71	80	1						42	61	65	63	1						78	83	57	85	1						74	74	72	76	2						48	43	41	67	TRUE	Rules for preserving the connection between words and what they stand for	2						80	87	66	36	2						41	20	45	60	1						68	76	57	66	2						65	56	31	9	2						37	39	39	43	FALSE	Rules for preserving the connection between words and what they stand for	2						21	21	36	38	1						65	70	75	67	2						33	41	33	42	1						22	19	38	57	2						18	25	25	14		5980,73	10,36		146,37		35,12		18,28		195,53		64,19				477,38		258,01		34,45			752,46		32,56			922,3			13,83		36,58			21,49			6,2		7,06				375,42				15,19			6,89				33,27				12,66			7,85				37,97				8,31			8,62				162,43				7,48			18,68				44,68				11,13			24,94			138,95				34,04				9,81			7,55				35,77				15,59			7,75				124,89				11,97			6,81				111,99				6,91			9,93				32,05				9,46			24,98			6,77				69,72				8,15			6,84				32,7				9,24			7,07				99,21				7,33			6,93				586,32				13,58			7,33				40,34				7,32			17,82			25,89				37,26				8,94			20,07				55,8				6,6			33,47				51,88				10,63			34,83				33,31				8,91			281,27				32,73				8,1			8,23	
75	2022-04-14 08:13:06	80	en	796897406	2022-04-14 07:36:01	2022-04-14 08:13:06	147.147.172.124		59497c498fb2140001afda85	Female	29	0		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			63	56	55	54				93	82	72	99				91	92	84	99		1						66	70	59	99	1						50	62	56	100	1						50	57	49	100	1						58	55	62	99	2						43	46	44	2	FALSE	Rules for preserving the connection between words and what they stand for	1						62	57	58	99	2						60	44	40	42	1						39	57	60	83	1						60	75	80	99	1						61	55	79	99	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	2						69	61	57	95	2						57	51	49	100	2						51	50	50	100	1						69	60	57	100	1						58	48	55	99	TRUE	Rules governing how to communicate with others to ensure clarity and understanding	2						57	77	56	99	2						70	54	57	88	2						66	59	66	87	1						54	45	53	18	2						50	57	71	9		2259,95	7,36		7,2		14,13		34,09		79,5		238,99				252,55		226,36		38,14			14,48		38,68			26,63			7,73		34,69			15,8			16,13		14,45				33,25				16,79			84,53				33,87				13,42			8,09				33,97				11,47			17,94				33,29				13,42			9,73				34,38				11,1			25,19			8,79				32,86				13,64			8,53				43,61				11,48			8,66				32,34				11,08			8,68				32,9				7,47			7,18				33,55				9,01			18,51			8,86				32,45				9,92			8,95				32,42				8,19			8,89				32,34				9,04			7,82				33,15				9,31			8,35				32,49				9,71			11,66			9,4				33,05				10,57			8,2				33,3				7,44			10,02				33,17				8,41			8,28				32,87				9,2			7,55				33,83				9,05			6,42	
80	2022-04-14 08:38:25	80	en	724588033	2022-04-14 07:36:10	2022-04-14 08:38:25	192.143.6.54		60c22977e49bfeea647040da	Female	21	3		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			93	86	80	97				96	100	99	99				100	100	100	100		1						80	77	69	83	1						58	69	57	59	1						81	79	76	80	2						98	100	100	100	1						99	97	98	97	TRUE	Rules for preserving the connection between words and what they stand for	1						74	78	76	100	2						41	38	41	39	1						92	88	80	98	2						79	78	73	96	1						97	96	96	99	TRUE	Rules for preserving the connection between words and what they stand for	2						39	44	44	36	2						59	56	64	57	2						44	41	35	35	1						92	92	90	88	1						98	95	96	86	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	2						11	7	11	17	1						100	100	100	98	2						20	24	20	2	2						21	10	23	22	1						89	82	92	81		3771,15	20,73		23,77		19,9		18,72		193,74		88,35				93,15		19,16		72,38			19,19		33,91			136,69			11,16		57,54			24,71			9,69		15,13				78,54				23,78			14,38				36,55				29,43			10,63				46,47				45,15			8,53				97,43				67,1			9,64				51,64				30,59			83,45			9,85				94,01				79,29			12,31				38,13				15,87			58,65				252,03				62,46			8,67				45,34				46,02			19,64				58,47				23,53			120,52			8,99				33,26				21,64			26,19				81,24				23,06			65,23				34,85				18,73			50,66				33,6				18,41			30,22				235,96				15,44			33,67			9				38,93				22,93			12,08				125,59				16,38			8,45				131,46				21			13,42				83,93				33,59			15,16				34,54				25,68			11,84	
87	2022-04-14 08:48:39	80	en	1175979794	2022-04-14 07:36:32	2022-04-14 08:48:39	169.255.234.66		60a8f878f146d080f72b670d	Female	24	6		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			54	25	89	100				97	100	100	100				99	5	67	0		2						97	100	100	95	2						100	98	100	0	2						0	32	100	50	2						51	0	99	2	1						98	0	100	99	TRUE	Rules for preserving the connection between words and what they stand for	2						24	25	92	98	2						100	0	100	0	1						100	100	100	100	1						100	100	100	50	2						22	95	100	92	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						100	100	100	100	2						100	0	98	100	2						0	100	50	100	1						0	37	76	100	2						0	56	83	0	FALSE	Rules governing how to communicate with others to ensure clarity and understanding	1						0	76	15	71	2						0	31	9	100	1						0	100	3	100	2						0	2	62	0	1						0	0	0	0		4359,22	38,43		5,34		7,31		10,62		132,46		273,42				241,93		27,74		650,65			52,45		146,51			402,33			17,25		85,57			125,17			13,16		9,3				41,18				15,01			16,33				77,89				29,61			12,79				47,04				36,64			53,66				40,35				38,01			17,14				82,99				21,74			50,89			20,16				65,64				23,96			11,32				44,07				47,76			11,27				38,37				10,93			14,59				42,42				9,09			8,73				80,72				11,23			40,25			39,64				36,41				9,63			9,43				35,91				41,45			8,78				35,19				15,32			10,83				55,22				20,09			7,32				34,04				15,35			24,19			9,99				33,06				87,76			77,12				123,17				16,01			21,55				33,12				21,98			13,79				34,31				11,75			8,4				149,21				10,39			7,39	
88	2022-04-14 08:26:11	80	en	1530883679	2022-04-14 07:36:35	2022-04-14 08:26:11	49.184.233.230		615172c4fbb4722c8f004de7	Other	20	2		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			100	90	100	100				50	60	55	55				15	30	30	10	"The part about going in ""this direction"" and pointing the opposite direction (which the AI flagged as false) is a bit confusing because I don't know if the wrong hand gesture affects the nature of the statement. Technically ""this direction"" and ""that direction"" can both work depending on the situation, but the fact that you pointed in the wrong direction kinda threw me off?"	2						90	70	90	20	2						90	80	90	20	1						50	50	50	50	2						60	60	60	55	2						100	90	100	5	FALSE	Rules for preserving the connection between words and what they stand for	1						0	10	0	5	2						90	50	50	80	2						100	100	100	0	2						75	75	60	50	1						100	100	100	100	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	2						40	50	45	60	1						100	100	100	100	2						100	100	100	0	1						90	90	90	100	1						50	50	50	50	TRUE	Rules governing how to communicate with others to ensure clarity and understanding	1						100	100	100	50	2						100	100	100	50	2						70	40	75	45	1						70	50	70	55	1						100	100	100	50	The scenarios were a bit confusing at times. Most of the scenarios were grammatically fine in my opinion, however the contradictory details (e.g. wrong gesture, wrong object, etc.) confused me. Technically the demonstratives were fine, but what was I supposed to do with the weird situation? Does it make the scenario true or false?	3037,17	4,9		4,19		7,28		27,43		64,38		74,49				15,37		9,53		44,59			16,98		49,32			49,97			7,18		37,85			29,39			88,37		13,54				71,7				56,14			14,63				199,99				18,51			8,18				48,27				11,82			9,49				70,64				29,45			58,27				36,86				20,47			189,14			9,41				46,37				31,57			11,79				82,74				23,58			14,2				52,6				12,55			9,09				34,97				26,29			7,37				55,9				44,69			75,04			6,95				49,3				38,11			14,82				96,58				22,04			7,11				38,69				13,6			9,27				65,54				20,27			9				121,3				9,65			33,55			8,41				34,59				31,37			7,83				153,36				6,29			7,94				52,47				26,92			8,68				44,04				22,15			7,36				33,97				13,05			96,48	
90	2022-04-14 08:14:09	80	en	1734067443	2022-04-14 07:36:42	2022-04-14 08:14:09	71.238.89.92		6029b0e17f3b5d944ab183f1	Male	32	4		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			77	77	78	83				30	31	23	100				76	81	81	86		2						25	27	28	85	1						37	38	41	35	2						84	80	80	84	1						85	86	87	87	2						76	80	81	86	FALSE	Rules for preserving the connection between words and what they stand for	2						82	64	74	78	1						74	68	89	89	1						63	91	70	80	1						69	58	77	82	2						27	38	41	60	FALSE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						64	66	83	64	1						74	65	82	77	2						23	18	26	35	2						85	37	41	44	2						23	23	24	84	FALSE	Rules governing how to communicate with others to ensure clarity and understanding	1						82	75	68	77	2						38	33	31	61	2						38	38	32	59	1						71	72	61	86	1						74	67	82	81		2278,46	7,06		7,67		5,84		15,89		164,64		92,4				44,38		57,97		100,92			22,5		33,92			83,6			7,82		35,07			15,58			10,45		14,81				45,81				19,95			9,4				35,15				16,68			21,42				36,59				15,96			7,45				43,11				7,47			10,66				35,47				6,99			80,12			10,89				33,11				8,98			7,76				80,29				8,06			9,66				42,88				19,3			8,42				60,78				10,09			8,18				94,18				8,11			46,31			7,4				48,44				10,65			7,99				36,38				6,09			7,32				43,07				5,91			9,68				49,88				6,24			8,68				97,93				11,28			42,09			8,08				38,4				8,85			9,23				35,13				16,16			9,26				42,27				8,11			22,21				47,71				8,48			8,19				34,14				8,03			5,43	
91	2022-04-14 08:07:55	80	en	129607412	2022-04-14 07:36:44	2022-04-14 08:07:55	94.12.59.78		616f337c287cb7972c92cacb	Female	31	3		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			82	75	75	100				100	100	100	100				100	0	100	100	I think the training still isnt clear enough and took me a while to work it out- i think the description of the ratings should give examples linked to the text.	2						100	0	0	100	2						100	0	100	0	2						100	100	100	0	2						100	100	100	0	2						100	100	100	100	FALSE	Rules governing how to communicate with others to ensure clarity and understanding	2						0	0	100	0	1						100	0	100	100	1						100	100	100	0	1						0	0	100	100	1						100	0	100	100	TRUE	Rules for preserving the connection between words and what they stand for	2						100	0	100	0	2						100	0	100	100	1						100	100	100	0	1						100	0	100	0	1						100	100	100	100	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	2						100	100	100	0	2						100	0	100	100	1						100	0	100	100	1						0	50	50	50	1						100	0	100	0	honestly i found this study quite hard to complete although i did thoroughly read the instructions i still struggled to understand	1908,83	6,74		12,88		6,69		12,03		64,69		117,32				24,68		13,73		27,58			14,08		32,08			42,71			8,14		32,39			26,11			51,36		7,53				33,52				15,5			8,59				32,66				11,6			7,37				37,82				20,9			7,87				32,49				28,45			8,15				35,7				13,41			35,06			9,09				32,91				21,92			13,19				32,37				12,98			6,49				34,21				10,9			32,88				117,88				11,42			6,91				32,8				13,64			32,39			7,63				36,64				10,8			7,5				32,54				9,01			6,46				32,87				11,17			6,85				33,3				13			7,37				32,52				42,13			12,17			7,08				32,64				11,08			6,71				53,55				13,46			13,23				32,29				25,42			9,16				32,76				15,03			23,87				35,1				11,14			32,54	
95	2022-04-14 08:21:29	80	en	148450350	2022-04-14 07:36:53	2022-04-14 08:21:29	86.22.60.7		5efd22056ec55516587f32a6	Female	24	5		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			90	76	79	89				86	27	83	75				85	81	86	99		2						77	34	71	77	1						69	39	85	87	2						63	64	42	76	1						89	36	85	86	2						77	70	80	27	FALSE	Rules for preserving the connection between words and what they stand for	2						71	89	87	29	2						62	22	68	79	2						69	80	94	17	1						81	31	68	15	1						85	20	80	64	TRUE	Rules for preserving the connection between words and what they stand for	2						77	39	61	32	2						44	66	61	36	2						88	66	89	15	2						66	37	41	75	1						92	26	90	93	TRUE	Rules for preserving the connection between words and what they stand for	2						67	42	76	89	1						93	67	86	28	1						86	66	75	25	1						90	73	88	83	2						61	34	78	40		2707,26	13,64		5,87		6,89		15,96		239,72		57,06				32,22		15,03		64,36			17,9		46,01			176,79			9,01		33,43			46,32			13,68		13,45				40,99				31,39			7,32				73,57				14,07			7,02				32,32				19,6			7,4				62,32				13,8			7,49				32,62				25,61			70,03			7,04				68,01				17,54			7,09				56,83				20,04			9,17				46,01				15,2			7,72				45,18				20,07			7,05				53,32				12,94			31,55			11,25				42,27				18,15			6,64				49,97				16,74			7,65				31,9				15,33			7,04				57,81				19,44			6,78				58,1				14,9			231,99			6,75				34,68				17,15			6,56				119,71				20,03			8,26				43,24				13,25			8,98				62,92				14,88			8,94				49,66				11,56			7,08	
